view_id_placeholder,user_guid_fk,stream_guid_fk,viewed_at,duration_ms,percentage_watched
1,usr-b6b7a003,strm-b3c9fce3,2024-02-02,2350382,0.6751257633524481
1,usr-f1ddcacd,strm-874f61cd,2024-01-26,1197877,0.786354598597824
1,usr-d0f14253,strm-6efcf8b3,2023-12-17,1106651,0.2773518930925644
1,usr-d756efe5,strm-aab943e8,2024-01-05,2576795,0.6267802484710853
1,usr-c8b765b1,strm-45c7cedf,2024-01-22,1855965,0.0956903926268886
1,usr-3a12affa,strm-0ec48551,2023-08-22,1618226,0.3262619577378934
1,usr-e3019d98,strm-3418dee7,2024-01-24,128138,0.5665720041084313
1,usr-fc3f611c,strm-56450eb2,2023-08-20,3138612,0.2595611448647996
1,usr-fc4a2cf1,strm-517f43b5,2023-09-20,3200496,0.4091129287567621
1,usr-d03a5876,strm-4b3507bb,2023-08-27,2955098,0.3056394348856673
1,usr-2659d7eb,strm-1fa57a4c,2023-10-31,2616791,0.6360299800490995
1,usr-fc3f611c,strm-6ef15bf5,2023-10-18,1603738,0.2361847612967518
1,usr-fc4a2cf1,strm-40b2913c,2023-10-23,800491,0.0931441923599115
1,usr-69a2ae0b,strm-aab943e8,2023-11-19,3582396,0.7692071246817004
1,usr-b6e3ac3f,strm-40b2913c,2023-08-31,1251847,0.5115265866294723
1,usr-d4fc6324,strm-75961e0f,2023-09-05,181932,0.4600902207263429
1,usr-fc3f611c,strm-6a684563,2023-08-24,793653,0.1569686340219004
1,usr-7a095695,strm-3769cb05,2023-11-02,2239835,0.0545863228732681
1,usr-5fa305ea,strm-e5bf6d19,2023-08-26,506065,0.3122014817103674
1,usr-075438cc,strm-75961e0f,2023-08-14,2201003,0.9176170230398776
1,usr-f333f3aa,strm-6ef15bf5,2024-01-03,3200891,0.8100203817401486
1,usr-fc3f611c,strm-86cfe6ec,2023-09-04,2404291,0.132557420334351
1,usr-0d757a3f,strm-3769cb05,2023-08-20,1294339,0.1924050124601339
1,usr-e3019d98,strm-15d25264,2023-09-22,3569197,0.3039148576664326
1,usr-0014ea7d,strm-ddac9ead,2023-08-26,1934403,0.7188730508828298
1,usr-7a095695,strm-6096ed1e,2023-11-18,3278631,0.3719828520755616
1,usr-d03a5876,strm-7eb15c3b,2024-02-04,1563942,0.9867266600727964
1,usr-c8b765b1,strm-75961e0f,2023-09-06,2970747,0.8303120886705171
1,usr-fc3f611c,strm-99d42d21,2024-01-22,2039508,0.6553722731216942
1,usr-7a095695,strm-2f4d4406,2024-02-07,791576,0.7498973955862273
1,usr-937dbcc0,strm-7eb15c3b,2023-11-14,1805260,0.777765886461315
1,usr-6665bd40,strm-a1a1c5d1,2023-12-03,517243,0.105703760503216
1,usr-d4fc6324,strm-e5b4b416,2023-11-28,2880289,0.1214097432827799
1,usr-5526c15b,strm-6096ed1e,2023-08-15,2337034,0.7775278730340843
1,usr-b10d01b6,strm-6ef15bf5,2023-08-23,1954459,0.6931429803625687
1,usr-b9021239,strm-75961e0f,2023-10-25,2022055,0.3606666249268517
1,usr-5fa305ea,strm-0ec48551,2023-09-23,3096408,0.6089010042317855
1,usr-d756efe5,strm-041bcf80,2023-12-13,2759967,0.1140836240695519
1,usr-9fcb82dd,strm-517f43b5,2024-01-06,1440726,0.8579044153501135
1,usr-a1781274,strm-c206d48d,2023-10-21,2794731,0.5779942406728183
1,usr-fc3f611c,strm-517f43b5,2023-09-10,397536,0.9179957253872858
1,usr-6b654d33,strm-fe699564,2023-08-30,955842,0.2080201358469416
1,usr-0b427144,strm-ddac9ead,2023-09-21,2523972,0.1162630782852578
1,usr-af6c0cbd,strm-df3cb92c,2024-01-01,1163449,0.6200939316246769
1,usr-b10d01b6,strm-e151c795,2024-02-06,1821951,0.1431638297912444
1,usr-7ffac22b,strm-0ec48551,2023-11-15,2365684,0.6298960082384135
1,usr-8a403aae,strm-c206d48d,2023-11-28,623934,0.4625808416872711
1,usr-2e36bf40,strm-56450eb2,2024-02-08,2785111,0.4749348102838335
1,usr-b6b7a003,strm-6ef15bf5,2023-08-18,1152245,0.2578067646253093
1,usr-ed39d2c7,strm-b3c9fce3,2023-11-22,709419,0.215403148765924
1,usr-af6c0cbd,strm-1fa57a4c,2023-12-27,360288,0.5044870522954651
1,usr-2659d7eb,strm-3ffda9bd,2023-11-10,1320192,0.6176886572361527
1,usr-b6b7a003,strm-86cfe6ec,2024-01-21,2859301,0.4942500750143114
1,usr-f333f3aa,strm-f9005a66,2023-09-24,748294,0.938287241907919
1,usr-bfcc7ca7,strm-fe699564,2023-12-11,833094,0.3694281779044967
1,usr-d4fc6324,strm-99d42d21,2023-11-10,1876497,0.2451854893467653
1,usr-2659d7eb,strm-6efcf8b3,2023-12-06,1025747,0.124317694099746
1,usr-fc4a2cf1,strm-041bcf80,2023-12-31,33518,0.8921389629313689
1,usr-68561ff8,strm-86cfe6ec,2023-11-28,3113906,0.6950306071575529
1,usr-d4fc6324,strm-fe699564,2023-10-26,1225300,0.574740412727963
1,usr-ae2f98ba,strm-7eb15c3b,2024-01-07,3107071,0.3474339764833554
1,usr-da671625,strm-1fa57a4c,2023-12-22,1117206,0.7450595011976503
1,usr-68561ff8,strm-e151c795,2023-12-11,389024,0.3967170405069737
1,usr-d4fc6324,strm-ba2f040c,2023-11-07,1446257,0.5165288393645247
1,usr-ed39d2c7,strm-7eb15c3b,2024-02-03,2704459,0.3217099715889334
1,usr-b6b7a003,strm-f9005a66,2023-10-07,1573747,0.7927490955779527
1,usr-d03a5876,strm-aab943e8,2023-09-12,1008395,0.5162393277686667
1,usr-b906ebde,strm-2b49bfdb,2023-11-05,2391225,0.2052883930636284
1,usr-c8b765b1,strm-86cfe6ec,2024-01-02,523345,0.257381988875405
1,usr-af6c0cbd,strm-6ef15bf5,2023-11-30,1882927,0.371756612598506
1,usr-7a095695,strm-56450eb2,2023-09-15,2836008,0.3671627239998126
1,usr-0014ea7d,strm-936077de,2023-11-25,1348022,0.9394635498960342
1,usr-a1781274,strm-df3cb92c,2023-11-05,1975466,0.127949989233629
1,usr-6b654d33,strm-6096ed1e,2023-10-14,2406285,0.2973841526514294
1,usr-51ded7b9,strm-99d42d21,2023-11-11,3135011,0.7716827896977145
1,usr-937dbcc0,strm-56450eb2,2023-11-15,1135077,0.5305220134451836
1,usr-d4fc6324,strm-3418dee7,2023-11-06,2391934,0.5401826360740863
1,usr-6665bd40,strm-99d42d21,2023-12-14,2260242,0.2170173021381036
1,usr-7a095695,strm-56450eb2,2023-09-17,2473991,0.9848630464026418
1,usr-6b654d33,strm-6efcf8b3,2023-09-21,1827094,0.683090553313423
1,usr-2e36bf40,strm-d2bd5feb,2023-12-06,2226179,0.6929070372396906
1,usr-d4fc6324,strm-fe699564,2023-08-23,2266493,0.2643362914962875
1,usr-6b654d33,strm-3769cb05,2023-10-24,1261030,0.2199593407501644
1,usr-a0166e9b,strm-e5b4b416,2023-08-27,3378120,0.2046894474018605
1,usr-69a2ae0b,strm-517f43b5,2023-11-29,1544955,0.9867023477112826
1,usr-7a095695,strm-56450eb2,2023-11-17,2769831,0.7231717336162269
1,usr-fc3f611c,strm-e5bf6d19,2023-12-06,441108,0.8839501694674902
1,usr-6b654d33,strm-62ec0ea7,2023-10-07,869190,0.602679262109601
1,usr-075438cc,strm-2f4844e7,2023-11-01,3488918,0.5702667323260249
1,usr-f12d047f,strm-3ffda9bd,2023-10-24,2440425,0.8919172274011785
1,usr-075438cc,strm-2f4844e7,2024-01-09,2083902,0.7363962948299452
1,usr-47580ba2,strm-e5b4b416,2024-01-23,706106,0.6143822695284774
1,usr-b6e3ac3f,strm-e151c795,2024-02-14,1654910,0.1151611151452805
1,usr-f1ddcacd,strm-041bcf80,2024-01-05,847927,0.4967415412718415
1,usr-0014ea7d,strm-f9005a66,2023-10-26,638345,0.651580842733197
1,usr-b906ebde,strm-df3cb92c,2023-10-27,2706016,0.3680756117213604
1,usr-0014ea7d,strm-15d25264,2023-11-21,1362673,0.9079509696802855
1,usr-7914ca72,strm-56450eb2,2023-09-20,1293142,0.7763266757159204
1,usr-2dea68c0,strm-6ef15bf5,2024-02-04,2568753,0.6297691709677087
1,usr-5526c15b,strm-df3cb92c,2023-10-10,2815605,0.4869364684064947
1,usr-ed39d2c7,strm-9d41553d,2024-01-19,1137321,0.6371145720010223
1,usr-b906ebde,strm-0ec48551,2023-09-28,1290344,0.6830363866980398
1,usr-3a12affa,strm-61d1160c,2023-10-11,3299078,0.4083912824052939
1,usr-d0f14253,strm-fe699564,2023-10-11,2496507,0.6723209344557931
1,usr-0d757a3f,strm-3ffda9bd,2024-02-10,1389060,0.5168740305813387
1,usr-d4fc6324,strm-3769cb05,2024-01-27,2169457,0.8370456484695208
1,usr-7914ca72,strm-3ffda9bd,2023-10-22,2265368,0.7213934899754223
1,usr-2e36bf40,strm-874f61cd,2024-01-05,1379108,0.4241319033432157
1,usr-5526c15b,strm-e5b4b416,2023-10-21,1839945,0.2311854320479522
1,usr-3a12affa,strm-3418dee7,2024-01-17,2955917,0.5506877345590797
1,usr-f12d047f,strm-86cfe6ec,2023-12-20,2725458,0.4960964931391111
1,usr-b906ebde,strm-86cfe6ec,2024-02-08,2349084,0.4163924972598181
1,usr-441f0b7e,strm-2b49bfdb,2023-12-09,2826746,0.2819750545839294
1,usr-f12d047f,strm-fe699564,2023-11-23,378885,0.7136773663770869
1,usr-075438cc,strm-3769cb05,2023-10-06,567244,0.9143535487676387
1,usr-d4fc6324,strm-e5bf6d19,2023-10-09,2256333,0.6203460356315643
1,usr-bfcc7ca7,strm-2b49bfdb,2023-10-14,3092105,0.2273982858641491
1,usr-d0f14253,strm-45c7cedf,2023-11-25,2548444,0.2677989373779463
1,usr-937dbcc0,strm-d2bd5feb,2023-11-02,2034311,0.912665580387349
1,usr-51ded7b9,strm-75961e0f,2023-12-11,499777,0.9272659042617606
