auction_id_placeholder,auction_guid,product_guid_fk,stream_guid_fk,starting_price,reserve_price,start_time,duration_seconds,end_time,status,winner_user_guid_fk,bid_count,current_price
1,auc-d40be145,prod-8e12b86d,strm-d1122dc7,46.592980467547704,218.59732135640093,2023-03-17,6550,2023-12-18,cancelled,usr-86dc3cfe,4,46.592980467547704
1,auc-7293b7df,prod-929845f0,strm-3392a92a,19.323576630364986,249.37327389616803,2023-11-08,784,2023-12-23,active,usr-715c28c3,1,19.323576630364986
1,auc-21c492ac,prod-e8feeb13,strm-5d705a2c,198.47460316857536,420.3435557968027,2023-07-29,1014,2023-11-25,sold,usr-3032360b,1,198.47460316857536
1,auc-8e160f99,prod-1308b7ce,strm-62e7c73f,142.71023429181997,364.45412493766673,2023-08-01,5694,2023-10-11,pending,usr-f4e88a7c,2,142.71023429181997
1,auc-eadfe077,prod-14329b08,strm-f93ca559,166.72044122036445,401.7944787715185,2023-12-14,941,2023-12-25,pending,usr-a24b7d55,1,166.72044122036445
1,auc-e598f2ef,prod-c6dce53d,strm-06600b47,73.47877245812366,182.47371416113054,2023-03-31,4463,2023-07-19,sold,usr-6e82ff08,1,73.47877245812366
1,auc-1a0d1c84,prod-aadac269,strm-a965bce4,40.667473541967226,351.5032157754693,2023-04-14,405,2023-12-07,sold,usr-5f872e95,1,40.667473541967226
1,auc-f7d90703,prod-6aaaf791,strm-e8bd43b2,68.29953239096187,183.70179059635694,2023-09-08,723,2023-10-31,sold,usr-5b0a7894,5,68.29953239096187
1,auc-1002f56e,prod-c22c5bb5,strm-b58c59a9,2.7568960159982505,419.5363228089265,2023-06-22,1539,2023-11-30,active,usr-f7eae2a6,5,2.7568960159982505
1,auc-547aabd7,prod-3e433346,strm-98025f23,101.0280186389606,244.22235853460444,2023-05-31,6975,2023-12-28,pending,usr-856200aa,4,101.0280186389606
1,auc-68938909,prod-22f95928,strm-9f13281e,157.40387816578365,319.3825917847311,2023-04-11,6073,2023-08-10,pending,usr-704ef4e0,4,157.40387816578365
1,auc-d7515a86,prod-0f772f38,strm-00d88b68,106.98604246741742,231.4311311411967,2023-09-17,399,2023-11-19,sold,usr-88503b23,5,106.98604246741742
1,auc-7f252b57,prod-e02be838,strm-4133bd19,185.1682914203679,226.0902647702455,2023-07-22,4309,2023-10-06,unsold,usr-071a7f70,0,185.1682914203679
1,auc-c0bdc812,prod-ee250c35,strm-1dbf3f3a,165.82665449459506,256.2617816893702,2023-09-26,6715,2023-12-11,pending,usr-f24a47be,5,165.82665449459506
1,auc-c58ff08a,prod-d18ed1a5,strm-5bb4196f,29.92438362217375,120.71733598638899,2023-09-10,4776,2024-01-14,cancelled,usr-9c6355be,2,29.92438362217375
1,auc-3ce95e6f,prod-6a7342fc,strm-bb355c98,64.87730420058216,345.3510467918954,2023-09-14,6178,2023-12-16,sold,usr-c0107131,2,64.87730420058216
1,auc-435b3249,prod-bd80f256,strm-58d7fe81,159.73084049849092,491.8635495116933,2023-04-22,6271,2023-07-13,active,usr-be6fc7ae,2,159.73084049849092
1,auc-69eba1b4,prod-5d845c11,strm-d1122dc7,185.82017827732292,476.7418366361429,2023-07-01,2074,2024-01-11,active,usr-10c868d4,4,185.82017827732292
1,auc-403feb21,prod-12f387de,strm-b71b82d2,145.91282863922257,467.20620545720135,2023-03-03,2390,2023-10-28,pending,usr-38bf583d,3,145.91282863922257
1,auc-57952020,prod-b3d611a6,strm-34e3828c,18.673639690475035,329.48219762121,2023-11-17,777,2023-12-01,unsold,usr-1a64f9e8,5,18.673639690475035
1,auc-59212535,prod-dd497c6d,strm-dd017ac7,148.2618520167138,223.71881321951585,2023-03-04,5455,2023-04-29,active,usr-c165d5bd,2,148.2618520167138
1,auc-564718fb,prod-bfb15b4d,strm-5678a272,196.59243236339998,276.88472561188917,2023-09-29,447,2023-11-08,cancelled,usr-f67c2be6,5,196.59243236339998
1,auc-9dec2791,prod-2ddb4fcb,strm-f5a96029,36.48325894776307,157.2220098676563,2023-08-07,1005,2023-09-18,cancelled,usr-4844cb4c,2,36.48325894776307
1,auc-e3c9b322,prod-8ed5f6f0,strm-691a6e82,110.3813206672741,251.721314971542,2023-10-06,915,2023-12-01,cancelled,usr-517d8cb7,3,110.3813206672741
1,auc-c118f326,prod-220e98db,strm-a68c53c8,158.36128476242945,346.2401773992858,2023-11-10,5961,2023-12-17,pending,usr-0a10aa5f,5,158.36128476242945
1,auc-39389584,prod-043c28c3,strm-ab54a025,181.43034635719872,298.1150419745696,2023-04-24,6851,2023-05-03,pending,usr-9200cd48,4,181.43034635719872
1,auc-22854114,prod-9d602411,strm-15f13f10,141.48569830412688,323.03617048665933,2023-12-08,665,2023-12-19,cancelled,usr-b63421a7,3,141.48569830412688
1,auc-a7a65db7,prod-e0239a01,strm-b61db30c,167.6944427053794,496.1511837350708,2023-08-25,6629,2023-11-13,sold,usr-4a2b8292,2,167.6944427053794
1,auc-d32e6dfb,prod-0797a869,strm-5d705a2c,188.52001583371705,285.5393583557478,2023-03-30,1573,2023-09-23,active,usr-735f86d2,1,188.52001583371705
1,auc-4682e7c7,prod-2d93b618,strm-1eca6d2f,159.34514330658857,386.09823411206975,2023-12-26,5095,2024-01-13,cancelled,usr-4c8d32fd,2,159.34514330658857
1,auc-3cf1311d,prod-fffc638b,strm-e0f898df,135.64494537026027,273.98353847769414,2023-10-18,3012,2024-01-03,pending,usr-f04c75d7,1,135.64494537026027
1,auc-a4798b8b,prod-c68762e4,strm-e40f0173,17.303391713709132,146.99062414346082,2023-10-01,5212,2023-11-09,pending,usr-c0107131,1,17.303391713709132
1,auc-98f2de15,prod-fb82b356,strm-aac0a258,70.827848766924,366.615246226814,2023-07-13,5782,2023-07-26,pending,usr-905c0529,3,70.827848766924
1,auc-c71925d6,prod-03d0085a,strm-0b94b8a8,136.65669786959484,356.61227684555894,2023-08-22,2162,2023-09-26,cancelled,usr-a6d2a550,4,136.65669786959484
1,auc-455f7257,prod-68767a93,strm-45ee6808,157.98471974739485,219.8561514383544,2023-12-21,6240,2024-01-08,pending,usr-8a8b69e7,3,157.98471974739485
1,auc-5a500fcc,prod-b91241be,strm-c8caf8ff,129.7093468942527,420.9198609961042,2023-11-27,3870,2024-01-01,unsold,usr-0d46edd3,3,129.7093468942527
1,auc-85e610b5,prod-b5da08b5,strm-00096f98,156.4415739875946,355.1254614186422,2023-08-19,3254,2023-10-14,cancelled,usr-67f49b0d,1,156.4415739875946
1,auc-f2ff38be,prod-e0239a01,strm-59ac15d4,117.07127968951278,440.4869352527996,2023-05-21,319,2023-10-12,sold,usr-9ccd6726,4,117.07127968951278
1,auc-d3455e11,prod-9aa81996,strm-c9bb6a1a,159.69122605797827,448.22840702989436,2023-06-19,5918,2023-12-08,pending,usr-a130a4a5,1,159.69122605797827
1,auc-ecdf8d88,prod-92df7c71,strm-e5c916d1,117.89710606773673,142.75149033552435,2023-06-25,4978,2023-08-19,active,usr-08c2d8e3,5,117.89710606773673
1,auc-e7800794,prod-4e968da1,strm-fd531772,136.39847042070082,338.4739957451565,2023-10-03,596,2023-11-13,pending,usr-e38fa428,0,136.39847042070082
1,auc-930f8045,prod-7e9ce580,strm-7cd4fea0,42.33380554228436,128.03494101699144,2023-10-18,4229,2023-12-17,pending,usr-51283925,4,42.33380554228436
1,auc-ccdb5a7d,prod-0e9b1f1d,strm-2cd13f2e,191.39358254583283,370.7974255335292,2023-12-21,2062,2024-01-02,unsold,usr-19d5149b,3,191.39358254583283
1,auc-22a2c811,prod-bc9c18b3,strm-b88e5203,146.50361222208016,366.98438419662875,2023-11-04,2172,2023-12-02,active,usr-bee48d6b,4,146.50361222208016
1,auc-854ddd7a,prod-b56f2f18,strm-dda3c34b,36.54237883948105,138.50399278410714,2023-08-14,1294,2023-09-23,active,usr-f4f9a207,5,36.54237883948105
1,auc-c82ae6ca,prod-5f788def,strm-d6cf39e2,138.5847848028594,255.23529289097283,2023-09-30,3470,2024-01-09,pending,usr-cac32514,4,138.5847848028594
