auction_id_placeholder,auction_guid,product_guid_fk,stream_guid_fk,starting_price,reserve_price,start_time,duration_seconds,status,winner_user_guid_fk,bid_count,created_at,current_price,updated_at,end_time,product_guid,user_guid_fk,is_active_prod_info
1,auc-426f7000,prod-fc63f10a,strm-40b2913c,66.66624353280092,233.94147101504365,2023-06-23,13216,unsold,,0,1970-01-01 00:00:00.000002023,66.66624353280092,1970-01-01 00:00:00.000002023,2023-06-23 03:40:16,prod-fc63f10a,usr-9fcb82dd,True
1,auc-c62cdb90,prod-b14bcb80,strm-3769cb05,117.09619125802789,267.1153790454704,2023-05-11,7419,unsold,,0,1970-01-01 00:00:00.000002023,117.09619125802789,1970-01-01 00:00:00.000002023,2023-05-11 02:03:39,prod-b14bcb80,usr-5fa305ea,True
1,auc-3b560be3,prod-6dd34a42,strm-d2bd5feb,38.30467734598557,442.2717646300256,2023-10-20,8599,unsold,,0,1970-01-01 00:00:00.000002023,38.30467734598557,1970-01-01 00:00:00.000002023,2023-10-20 02:23:19,prod-6dd34a42,usr-b10d01b6,True
1,auc-a7309e6a,prod-b64f30ae,strm-e5b4b416,104.76000575973266,107.43597444760552,2023-09-08,4762,unsold,,0,1970-01-01 00:00:00.000002023,104.76000575973266,1970-01-01 00:00:00.000002023,2023-09-08 01:19:22,prod-b64f30ae,usr-2659d7eb,True
1,auc-5739eda4,prod-1b5fffbb,strm-df3cb92c,158.7563223865495,221.08691607079757,2023-08-19,1018,unsold,,0,1970-01-01 00:00:00.000002023,158.7563223865495,1970-01-01 00:00:00.000002023,2023-08-19 00:16:58,prod-1b5fffbb,usr-68561ff8,True
1,auc-fa5d1a1d,prod-ea4550ef,strm-fe699564,115.2845171994052,115.2845171994052,2023-04-22,13094,unsold,,0,1970-01-01 00:00:00.000002023,115.2845171994052,1970-01-01 00:00:00.000002023,2023-04-22 03:38:14,prod-ea4550ef,usr-68561ff8,True
1,auc-c0649473,prod-41d84011,strm-e3de0178,168.52369551892326,168.52369551892326,2023-09-29,8597,unsold,,0,1970-01-01 00:00:00.000002023,168.52369551892326,1970-01-01 00:00:00.000002023,2023-09-29 02:23:17,prod-41d84011,usr-2659d7eb,True
1,auc-448f6dd8,prod-d037f438,strm-874f61cd,126.15361126073223,425.7061757082223,2023-10-06,1006,unsold,,0,1970-01-01 00:00:00.000002023,126.15361126073223,1970-01-01 00:00:00.000002023,2023-10-06 00:16:46,prod-d037f438,usr-b6e3ac3f,True
1,auc-f0e2f229,prod-8c80e12c,strm-04ce4075,111.14754983686986,467.9309304504097,2023-03-03,11960,unsold,,0,1970-01-01 00:00:00.000002023,111.14754983686986,1970-01-01 00:00:00.000002023,2023-03-03 03:19:20,prod-8c80e12c,usr-d0f14253,True
1,auc-9d689d35,prod-99f536d2,strm-874f61cd,155.6583110754341,422.07579729341376,2023-03-20,8617,unsold,,0,1970-01-01 00:00:00.000002023,155.6583110754341,1970-01-01 00:00:00.000002023,2023-03-20 02:23:37,prod-99f536d2,usr-3a12affa,True
1,auc-1ff34097,prod-6c26a1a3,strm-2f4d4406,194.89936467088012,194.89936467088012,2023-10-02,13400,unsold,,0,1970-01-01 00:00:00.000002023,194.89936467088012,1970-01-01 00:00:00.000002023,2023-10-02 03:43:20,prod-6c26a1a3,usr-3f2b03e8,True
1,auc-b6fe0a34,prod-df3d6c7c,strm-e151c795,182.91163395024373,409.8556532488908,2023-06-30,10120,unsold,,0,1970-01-01 00:00:00.000002023,182.91163395024373,1970-01-01 00:00:00.000002023,2023-06-30 02:48:40,prod-df3d6c7c,usr-b51322ee,True
1,auc-c373ab18,prod-a9d8b97c,strm-2f4844e7,12.722532711093672,23.39217871550946,2023-12-25,8942,unsold,,0,1970-01-01 00:00:00.000002023,12.722532711093672,1970-01-01 00:00:00.000002023,2023-12-25 02:29:02,prod-a9d8b97c,usr-e3019d98,True
1,auc-eeeee847,prod-f5513cee,strm-ddac9ead,52.83370430156512,232.47362215584744,2023-12-03,8579,unsold,,0,1970-01-01 00:00:00.000002023,52.83370430156512,1970-01-01 00:00:00.000002023,2023-12-03 02:22:59,prod-f5513cee,usr-e3019d98,True
1,auc-100d3b0d,prod-9e596b5d,strm-2f4d4406,142.9753436684486,142.9753436684486,2023-10-09,7095,unsold,,0,1970-01-01 00:00:00.000002023,142.9753436684486,1970-01-01 00:00:00.000002023,2023-10-09 01:58:15,prod-9e596b5d,usr-ed39d2c7,True
1,auc-60b8a096,prod-e0490897,strm-e5bf6d19,127.70427615316557,418.10777375325074,2023-08-24,13070,unsold,,0,1970-01-01 00:00:00.000002023,127.70427615316557,1970-01-01 00:00:00.000002023,2023-08-24 03:37:50,prod-e0490897,usr-b906ebde,True
1,auc-287e805d,prod-7138ac15,strm-6a684563,65.75631113734681,152.8139788552464,2023-03-14,13568,unsold,,0,1970-01-01 00:00:00.000002023,65.75631113734681,1970-01-01 00:00:00.000002023,2023-03-14 03:46:08,prod-7138ac15,usr-075438cc,True
1,auc-dc7b3ded,prod-c8b30963,strm-7eb15c3b,198.85874275485023,198.85874275485023,2023-09-07,8220,unsold,,0,1970-01-01 00:00:00.000002023,198.85874275485023,1970-01-01 00:00:00.000002023,2023-09-07 02:17:00,prod-c8b30963,usr-d4fc6324,True
1,auc-8c39c384,prod-1b5fffbb,strm-c206d48d,65.70930277587856,180.2786853750281,2023-04-19,13266,unsold,,0,1970-01-01 00:00:00.000002023,65.70930277587856,1970-01-01 00:00:00.000002023,2023-04-19 03:41:06,prod-1b5fffbb,usr-68561ff8,True
1,auc-8918908c,prod-41d84011,strm-e5b4b416,166.97233733347883,186.0687879826044,2023-10-19,2221,unsold,,0,1970-01-01 00:00:00.000002023,166.97233733347883,1970-01-01 00:00:00.000002023,2023-10-19 00:37:01,prod-41d84011,usr-2659d7eb,True
1,auc-0ddc1096,prod-7138ac15,strm-c206d48d,147.15112725285954,467.5922215206964,2023-07-25,1166,unsold,,0,1970-01-01 00:00:00.000002023,147.15112725285954,1970-01-01 00:00:00.000002023,2023-07-25 00:19:26,prod-7138ac15,usr-075438cc,True
1,auc-2991b7b0,prod-03bdd4eb,strm-874f61cd,169.9846705476118,261.7938067680277,2023-11-15,11687,unsold,,0,1970-01-01 00:00:00.000002023,169.9846705476118,1970-01-01 00:00:00.000002023,2023-11-15 03:14:47,prod-03bdd4eb,usr-b906ebde,True
1,auc-d63c9227,prod-91f2982f,strm-517f43b5,166.82021350046512,233.5447046605212,2023-10-31,5505,unsold,,0,1970-01-01 00:00:00.000002023,166.82021350046512,1970-01-01 00:00:00.000002023,2023-10-31 01:31:45,prod-91f2982f,usr-da671625,True
1,auc-a5464e60,prod-88d1677b,strm-3418dee7,24.79500936203607,216.70253414698408,2023-05-05,1862,unsold,,0,1970-01-01 00:00:00.000002023,24.79500936203607,1970-01-01 00:00:00.000002023,2023-05-05 00:31:02,prod-88d1677b,usr-d4fc6324,True
1,auc-d77ff887,prod-b0484d6a,strm-e5bf6d19,111.85055260329588,384.8186797722419,2023-10-25,4603,unsold,,0,1970-01-01 00:00:00.000002023,111.85055260329588,1970-01-01 00:00:00.000002023,2023-10-25 01:16:43,prod-b0484d6a,usr-b6e3ac3f,True
1,auc-ac8c7093,prod-f1222451,strm-62ec0ea7,151.22399981777468,261.748085305654,2023-10-29,6099,unsold,,0,1970-01-01 00:00:00.000002023,151.22399981777468,1970-01-01 00:00:00.000002023,2023-10-29 01:41:39,prod-f1222451,usr-64420166,True
1,auc-82b6941f,prod-7138ac15,strm-e5b4b416,73.80059660720968,73.80059660720968,2023-05-24,4717,unsold,,0,1970-01-01 00:00:00.000002023,73.80059660720968,1970-01-01 00:00:00.000002023,2023-05-24 01:18:37,prod-7138ac15,usr-075438cc,True
1,auc-7aece440,prod-6c26a1a3,strm-aab943e8,61.74024424649063,335.7421424393845,2023-06-21,2416,unsold,,0,1970-01-01 00:00:00.000002023,61.74024424649063,1970-01-01 00:00:00.000002023,2023-06-21 00:40:16,prod-6c26a1a3,usr-3f2b03e8,True
1,auc-7a527f21,prod-15b52971,strm-fe699564,2.542723069794516,30.504552411107596,2023-05-31,2130,unsold,,0,1970-01-01 00:00:00.000002023,2.542723069794516,1970-01-01 00:00:00.000002023,2023-05-31 00:35:30,prod-15b52971,usr-5fa305ea,True
1,auc-7e265f85,prod-66dc7365,strm-517f43b5,41.26457321363374,488.37795152000666,2023-06-07,6025,unsold,,0,1970-01-01 00:00:00.000002023,41.26457321363374,1970-01-01 00:00:00.000002023,2023-06-07 01:40:25,prod-66dc7365,usr-da671625,True
1,auc-04e6a06c,prod-7574dbed,strm-04ce4075,119.12826178949132,119.12826178949132,2023-04-06,3877,unsold,,0,1970-01-01 00:00:00.000002023,119.12826178949132,1970-01-01 00:00:00.000002023,2023-04-06 01:04:37,prod-7574dbed,usr-7a095695,True
1,auc-827135b3,prod-f1222451,strm-a1a1c5d1,185.1112469266808,449.40319954866254,2024-01-01,4751,unsold,,0,1970-01-01 00:00:00.000002023,185.1112469266808,1970-01-01 00:00:00.000002023,2024-01-01 01:19:11,prod-f1222451,usr-64420166,True
1,auc-6f70af63,prod-88d1677b,strm-041bcf80,153.16921185755913,203.94542727321323,2023-11-08,959,unsold,,0,1970-01-01 00:00:00.000002023,153.16921185755913,1970-01-01 00:00:00.000002023,2023-11-08 00:15:59,prod-88d1677b,usr-d4fc6324,True
1,auc-1ce8f3ff,prod-4372a982,strm-45c7cedf,129.42719896408067,315.5175171553305,2023-09-20,1029,unsold,,0,1970-01-01 00:00:00.000002023,129.42719896408067,1970-01-01 00:00:00.000002023,2023-09-20 00:17:09,prod-4372a982,usr-b9021239,True
1,auc-19559344,prod-e0490897,strm-9d41553d,4.419192240084033,146.87344716124858,2023-11-29,7627,unsold,,0,1970-01-01 00:00:00.000002023,4.419192240084033,1970-01-01 00:00:00.000002023,2023-11-29 02:07:07,prod-e0490897,usr-b906ebde,True
1,auc-018dd2ce,prod-4def7ef8,strm-df3cb92c,172.78235023959357,267.30520529252954,2023-05-31,13460,unsold,,0,1970-01-01 00:00:00.000002023,172.78235023959357,1970-01-01 00:00:00.000002023,2023-05-31 03:44:20,prod-4def7ef8,usr-f12d047f,True
1,auc-568f5a9c,prod-a9d8b97c,strm-6ef15bf5,14.460614544507829,303.89435150078344,2023-03-14,5374,unsold,,0,1970-01-01 00:00:00.000002023,14.460614544507829,1970-01-01 00:00:00.000002023,2023-03-14 01:29:34,prod-a9d8b97c,usr-e3019d98,True
1,auc-40c7315f,prod-6c26a1a3,strm-9d41553d,52.045809923106,52.045809923106,2023-04-26,6635,unsold,,0,1970-01-01 00:00:00.000002023,52.045809923106,1970-01-01 00:00:00.000002023,2023-04-26 01:50:35,prod-6c26a1a3,usr-3f2b03e8,True
1,auc-24e5b9ca,prod-486575d3,strm-99d42d21,98.55650800013991,98.55650800013991,2023-05-16,5633,unsold,,0,1970-01-01 00:00:00.000002023,98.55650800013991,1970-01-01 00:00:00.000002023,2023-05-16 01:33:53,prod-486575d3,usr-441f0b7e,True
1,auc-d27c521b,prod-b14bcb80,strm-041bcf80,105.40045008967157,212.4592766995395,2023-03-02,7669,unsold,,0,1970-01-01 00:00:00.000002023,105.40045008967157,1970-01-01 00:00:00.000002023,2023-03-02 02:07:49,prod-b14bcb80,usr-5fa305ea,True
1,auc-e7816b00,prod-41d84011,strm-62ec0ea7,144.5295640046255,460.3766121333029,2023-03-06,1006,unsold,,0,1970-01-01 00:00:00.000002023,144.5295640046255,1970-01-01 00:00:00.000002023,2023-03-06 00:16:46,prod-41d84011,usr-2659d7eb,True
1,auc-e6bb9cf3,prod-a6dacdef,strm-6a684563,164.31126852443498,302.78953582033466,2023-11-14,1083,unsold,,0,1970-01-01 00:00:00.000002023,164.31126852443498,1970-01-01 00:00:00.000002023,2023-11-14 00:18:03,prod-a6dacdef,usr-bfcc7ca7,True
1,auc-efed297d,prod-3ca7f112,strm-3ffda9bd,35.95479689300381,193.8097243309881,2023-03-28,5631,unsold,,0,1970-01-01 00:00:00.000002023,35.95479689300381,1970-01-01 00:00:00.000002023,2023-03-28 01:33:51,prod-3ca7f112,usr-7ffac22b,True
1,auc-5e1156d2,prod-3ca7f112,strm-d2bd5feb,43.36190638139431,231.9085344268681,2023-08-23,10570,unsold,,0,1970-01-01 00:00:00.000002023,43.36190638139431,1970-01-01 00:00:00.000002023,2023-08-23 02:56:10,prod-3ca7f112,usr-7ffac22b,True
1,auc-9ccdb78c,prod-8c80e12c,strm-43a2fc25,121.03321628759204,424.2174789203187,2023-05-13,2055,unsold,,0,1970-01-01 00:00:00.000002023,121.03321628759204,1970-01-01 00:00:00.000002023,2023-05-13 00:34:15,prod-8c80e12c,usr-d0f14253,True
1,auc-19230022,prod-a6dacdef,strm-e5bf6d19,93.9000142524035,395.48663930140646,2023-06-20,13377,unsold,,0,1970-01-01 00:00:00.000002023,93.9000142524035,1970-01-01 00:00:00.000002023,2023-06-20 03:42:57,prod-a6dacdef,usr-bfcc7ca7,True
1,auc-cd7a442c,prod-1ec8134f,strm-ad7e1ae3,18.52402753524108,493.249708739355,2023-08-23,5656,unsold,,0,1970-01-01 00:00:00.000002023,18.52402753524108,1970-01-01 00:00:00.000002023,2023-08-23 01:34:16,prod-1ec8134f,usr-a1781274,True
1,auc-db4d69d7,prod-80ea0e3b,strm-3418dee7,174.83430292203778,493.5610476736205,2023-10-27,4966,unsold,,0,1970-01-01 00:00:00.000002023,174.83430292203778,1970-01-01 00:00:00.000002023,2023-10-27 01:22:46,prod-80ea0e3b,usr-441f0b7e,True
1,auc-0d83c4e6,prod-a6dacdef,strm-6ef15bf5,116.07117999283722,116.07117999283722,2023-03-12,4770,unsold,,0,1970-01-01 00:00:00.000002023,116.07117999283722,1970-01-01 00:00:00.000002023,2023-03-12 01:19:30,prod-a6dacdef,usr-bfcc7ca7,True
1,auc-414f2ae1,prod-85def1a6,strm-df3cb92c,143.75053129058574,327.0119629542436,2023-10-01,7567,unsold,,0,1970-01-01 00:00:00.000002023,143.75053129058574,1970-01-01 00:00:00.000002023,2023-10-01 02:06:07,prod-85def1a6,usr-2dea68c0,True
1,auc-08cb6a65,prod-b64f30ae,strm-fe699564,150.69352652076682,150.69352652076682,2023-09-29,7518,unsold,,0,1970-01-01 00:00:00.000002023,150.69352652076682,1970-01-01 00:00:00.000002023,2023-09-29 02:05:18,prod-b64f30ae,usr-2659d7eb,True
1,auc-37455e2b,prod-9e596b5d,strm-3ffda9bd,42.550494980081815,294.07574572802554,2023-12-30,5106,unsold,,0,1970-01-01 00:00:00.000002023,42.550494980081815,1970-01-01 00:00:00.000002023,2023-12-30 01:25:06,prod-9e596b5d,usr-ed39d2c7,True
1,auc-b775c496,prod-0b87982e,strm-4b3507bb,185.25629771445404,185.25629771445404,2023-12-13,3179,unsold,,0,1970-01-01 00:00:00.000002023,185.25629771445404,1970-01-01 00:00:00.000002023,2023-12-13 00:52:59,prod-0b87982e,usr-a1781274,True
